customer_id,acquisition_date,acquisition_channel,product,region,age_group,loan_amount,first_transaction_date,churn_date,is_active,ltv,txn_month_1,txn_month_2,txn_month_3,txn_month_4,txn_month_5,txn_month_6,txn_month_7,txn_month_8,txn_month_9,txn_month_10,txn_month_11,txn_month_12,txn_month_13,txn_month_14,txn_month_15,txn_month_16,txn_month_17,txn_month_18,ltv_segment,days_since_acquisition,total_recent_txns,churn_risk
CUST42504,2025-01-01,App Store,Credit Line,North,18-25,201700.0,2025-01-04,2025-07-30,False,17075.8,1,5,6,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST40232,2025-01-01,Organic,Credit Line,South,36-45,133500.0,2025-01-04,2025-11-29,False,23757.69,11,10,8,11,5,4,5,5,4,2,5,2,0,0,0,0,0,0,High,545,0,False
CUST42560,2025-01-01,Paid,Personal Loan,West,26-35,246400.0,2025-01-03,2025-02-23,False,21745.04,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST42566,2025-01-01,Referral,BNPL,North,45+,43100.0,2025-01-02,,True,8320.69,10,3,9,6,4,2,8,4,4,7,3,4,1,1,2,3,1,5,Medium,545,9,False
CUST38223,2025-01-01,Paid,BNPL,East,26-35,38400.0,2025-01-03,2025-07-28,False,1604.86,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST07200,2025-01-01,App Store,Personal Loan,East,36-45,158500.0,2025-01-04,,True,21077.12,2,2,1,1,1,3,2,1,2,0,1,0,2,2,3,1,4,1,Medium,545,6,False
CUST21927,2025-01-01,Organic,Personal Loan,South,26-35,317500.0,2025-01-07,,True,112208.65,6,5,5,11,11,4,7,10,8,4,4,7,7,4,3,1,2,2,High,545,5,False
CUST20620,2025-01-01,Paid,Credit Line,South,26-35,103000.0,2025-01-04,2025-06-03,False,9013.27,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST34596,2025-01-01,App Store,Credit Line,North,26-35,500000.0,2025-01-04,2025-01-15,False,18344.93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST46799,2025-01-01,Referral,Credit Line,West,26-35,384300.0,2025-01-02,2025-06-12,False,26602.74,6,8,6,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST30097,2025-01-01,Referral,Personal Loan,West,36-45,619900.0,2025-01-04,2025-11-26,False,49867.81,3,4,3,4,3,4,4,5,3,3,3,0,0,0,0,0,0,0,High,545,0,False
CUST35829,2025-01-01,Organic,BNPL,West,18-25,16100.0,2025-01-05,2025-12-21,False,1152.08,4,5,4,8,4,3,10,6,11,6,2,8,0,0,0,0,0,0,Low,545,0,False
CUST48800,2025-01-01,Referral,Personal Loan,International,36-45,216000.0,2025-01-06,,True,33406.51,5,4,3,8,3,5,3,5,2,6,8,3,3,0,2,1,1,2,High,545,4,False
CUST43701,2025-01-01,Paid,Personal Loan,West,36-45,613900.0,2025-01-08,2025-07-28,False,16706.78,0,0,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST19942,2025-01-01,Paid,Personal Loan,South,26-35,1000000.0,2025-01-04,2025-12-10,False,24679.52,2,4,3,0,2,2,2,3,2,1,2,0,0,0,0,0,0,0,High,545,0,False
CUST26540,2025-01-01,Paid,Personal Loan,East,26-35,677700.0,2025-01-04,2025-12-04,False,9015.68,2,0,3,1,3,0,2,2,2,1,2,0,0,0,0,0,0,0,Medium,545,0,False
CUST24502,2025-01-01,App Store,BNPL,North,18-25,25400.0,2025-01-02,2025-04-01,False,3059.61,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST24589,2025-01-01,Paid,Personal Loan,North,18-25,1000000.0,2025-01-08,2025-01-22,False,10403.99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST36808,2025-01-01,Paid,Personal Loan,East,45+,661800.0,2025-01-05,,True,19172.41,3,2,1,2,0,1,1,1,0,0,0,2,0,2,0,1,2,0,Medium,545,3,False
CUST45443,2025-01-01,Organic,BNPL,East,36-45,14200.0,2025-01-07,2025-10-02,False,2946.0,3,8,5,4,2,7,11,10,3,4,0,0,0,0,0,0,0,0,Low,545,0,False
CUST26510,2025-01-01,Paid,Personal Loan,West,26-35,379700.0,2025-01-05,2025-09-24,False,5452.45,1,1,4,0,1,3,3,2,2,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST18800,2025-01-01,App Store,BNPL,International,45+,18900.0,2025-01-04,2025-09-18,False,2347.16,7,4,6,3,2,2,1,5,4,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST18911,2025-01-01,Paid,Credit Line,South,18-25,200700.0,2025-01-06,2025-05-23,False,10086.21,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST03650,2025-01-01,App Store,Credit Line,International,26-35,303700.0,2025-01-06,2025-02-14,False,16520.85,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST08276,2025-01-01,Referral,Personal Loan,International,26-35,649100.0,2025-01-03,2025-08-11,False,109475.88,6,11,4,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST38907,2025-01-01,Paid,Personal Loan,East,26-35,1000000.0,2025-01-03,2025-10-21,False,14586.15,2,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST04278,2025-01-01,Paid,Credit Line,East,26-35,364600.0,2025-01-07,2025-07-13,False,6192.5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST11930,2025-01-01,Organic,BNPL,South,18-25,33500.0,2025-01-04,2025-03-20,False,8027.47,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST01081,2025-01-01,Referral,BNPL,West,18-25,15700.0,2025-01-02,2025-03-15,False,5790.17,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST37094,2025-01-01,Paid,Credit Line,East,26-35,500000.0,2025-01-05,2025-12-23,False,4519.23,3,3,4,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Low,545,0,False
CUST03679,2025-01-01,Referral,Personal Loan,South,26-35,816700.0,2025-01-07,2025-04-30,False,48580.61,3,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST31648,2025-01-01,Referral,Personal Loan,North,26-35,168200.0,2025-01-04,2025-01-21,False,59125.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST25105,2025-01-01,Paid,Credit Line,North,36-45,500000.0,2025-01-07,2025-06-05,False,10094.72,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST04240,2025-01-01,Paid,BNPL,North,36-45,35200.0,2025-01-08,2025-02-22,False,1840.81,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST16432,2025-01-01,Referral,Personal Loan,International,26-35,366300.0,2025-01-08,2025-03-24,False,48863.06,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST39067,2025-01-01,Referral,Credit Line,International,36-45,116300.0,2025-01-04,,True,7843.33,9,6,3,4,2,10,6,6,3,6,3,2,4,3,3,4,4,2,Medium,545,10,False
CUST04190,2025-01-01,Referral,BNPL,East,26-35,21300.0,2025-01-04,,True,4342.18,7,11,4,5,11,3,6,4,3,7,3,4,2,1,3,7,1,3,Low,545,11,False
CUST25301,2025-01-01,Paid,Personal Loan,East,45+,510500.0,2025-01-06,2025-10-07,False,9996.24,1,3,1,0,3,1,2,0,2,2,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST11698,2025-01-01,App Store,Credit Line,West,36-45,157200.0,2025-01-05,2025-01-07,False,2904.71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST31762,2025-01-01,App Store,Credit Line,South,36-45,438000.0,2025-01-06,2025-01-14,False,6010.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST25413,2025-01-01,Referral,BNPL,North,26-35,13000.0,2025-01-04,2025-08-05,False,9125.28,4,2,5,3,7,1,6,4,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST29596,2025-01-01,Paid,Personal Loan,International,18-25,374200.0,2025-01-02,2025-03-31,False,21546.86,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST26298,2025-01-01,Organic,Personal Loan,West,18-25,744700.0,2025-01-07,,True,44772.03,2,9,3,11,7,7,2,9,5,4,5,3,4,3,2,1,4,1,High,545,6,False
CUST05037,2025-01-01,Paid,Personal Loan,North,26-35,357300.0,2025-01-02,2025-05-10,False,38650.48,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST19626,2025-01-01,Paid,Personal Loan,South,26-35,252900.0,2025-01-06,2025-06-13,False,13827.43,1,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST19794,2025-01-01,Organic,Personal Loan,North,26-35,728800.0,2025-01-04,2025-08-16,False,74299.52,12,6,4,5,8,3,7,8,0,0,0,0,0,0,0,0,0,0,High,545,0,False
CUST16886,2025-01-01,Paid,Personal Loan,North,26-35,744700.0,2025-01-05,2025-10-10,False,12721.13,3,2,0,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST26134,2025-01-01,Organic,Credit Line,North,45+,169500.0,2025-01-04,2025-05-14,False,22294.92,13,8,4,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST23982,2025-01-01,Paid,Credit Line,North,26-35,478500.0,2025-01-06,2025-12-08,False,7550.7,2,1,2,0,1,2,2,0,2,1,1,1,0,0,0,0,0,0,Medium,545,0,False
CUST32714,2025-01-01,Paid,Credit Line,West,18-25,265000.0,2025-01-06,2025-02-24,False,8400.64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST31097,2025-01-01,App Store,Credit Line,North,36-45,343000.0,2025-01-08,2025-03-04,False,9058.64,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST24042,2025-01-01,Paid,Credit Line,West,18-25,326500.0,2025-01-02,,True,9419.45,1,2,1,2,3,2,0,3,1,2,2,0,0,0,1,0,2,2,Medium,545,4,False
CUST38709,2025-01-01,App Store,BNPL,South,18-25,40900.0,2025-01-03,2025-11-03,False,4216.96,6,4,6,3,3,2,4,4,5,4,1,0,0,0,0,0,0,0,Low,545,0,False
CUST06241,2025-01-01,App Store,BNPL,South,45+,27900.0,2025-01-05,2025-05-30,False,6015.77,4,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST18720,2025-01-01,App Store,Personal Loan,South,45+,1000000.0,2025-01-08,2025-12-20,False,55660.31,4,2,1,2,4,2,2,0,5,5,1,3,0,0,0,0,0,0,High,545,0,False
CUST12354,2025-01-01,Paid,Credit Line,North,26-35,311200.0,2025-01-05,2025-06-04,False,7831.27,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST10313,2025-01-01,App Store,Personal Loan,North,26-35,272700.0,2025-01-06,2025-03-25,False,8029.27,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST25958,2025-01-01,Paid,Personal Loan,International,45+,465600.0,2025-01-06,2025-11-03,False,29405.01,2,2,1,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,High,545,0,False
CUST42254,2025-01-01,Paid,Personal Loan,West,45+,522200.0,2025-01-03,2025-05-21,False,7341.42,4,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST32587,2025-01-01,Referral,Credit Line,East,18-25,229300.0,2025-01-05,2025-10-29,False,4074.81,6,7,6,8,2,6,3,5,2,2,6,0,0,0,0,0,0,0,Low,545,0,False
CUST49895,2025-01-01,Paid,Credit Line,East,36-45,480000.0,2025-01-07,2025-11-29,False,7272.84,0,3,1,1,0,2,3,2,3,2,1,2,0,0,0,0,0,0,Low,545,0,False
CUST05876,2025-01-01,Paid,Personal Loan,International,45+,494500.0,2025-01-02,2025-04-18,False,22279.88,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST11486,2025-01-01,Paid,Personal Loan,South,26-35,365100.0,2025-01-05,2025-11-30,False,7405.62,1,3,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Low,545,0,False
CUST26247,2025-01-01,Referral,Personal Loan,West,26-35,449400.0,2025-01-05,2025-06-13,False,21920.69,7,2,7,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST24242,2025-01-01,Paid,Personal Loan,East,26-35,445700.0,2025-01-08,2025-08-25,False,5134.58,2,1,2,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST10319,2025-01-01,Referral,Personal Loan,West,26-35,750900.0,2025-01-05,2025-02-15,False,19333.09,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST39656,2025-01-01,Organic,Personal Loan,West,26-35,298700.0,2025-01-05,2025-08-25,False,15547.79,11,6,10,4,3,7,4,5,0,0,0,0,0,0,0,0,0,0,Medium,545,0,False
CUST41907,2025-01-01,Organic,Personal Loan,South,45+,523100.0,2025-01-06,,True,100923.97,5,11,4,9,8,2,6,9,2,4,3,5,7,7,4,4,6,3,High,545,13,False
CUST37372,2025-01-01,Paid,Credit Line,North,26-35,317400.0,2025-01-03,2025-07-20,False,2490.38,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Low,545,0,False
CUST43279,2025-01-02,Paid,Personal Loan,North,45+,706000.0,2025-01-03,2025-09-26,False,10159.82,0,1,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,Medium,544,0,False
CUST27667,2025-01-02,Organic,BNPL,North,45+,14800.0,2025-01-04,2025-01-14,False,1490.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,544,0,False
CUST44352,2025-01-02,Organic,Personal Loan,North,45+,301800.0,2025-01-05,2025-06-09,False,35983.94,0,9,11,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,High,544,0,False
CUST27677,2025-01-02,Organic,Credit Line,West,26-35,289000.0,2025-01-08,,True,12366.81,0,2,11,3,7,4,7,5,3,8,9,7,3,4,2,5,5,3,Medium,544,13,False
CUST37117,2025-01-02,App Store,BNPL,International,36-45,27200.0,2025-01-08,2025-12-07,False,4721.97,0,6,3,2,6,1,2,1,4,2,3,3,0,0,0,0,0,0,Low,544,0,False
CUST45386,2025-01-02,Organic,BNPL,East,45+,21100.0,2025-01-07,2025-12-01,False,4238.03,0,3,8,3,4,7,8,7,3,4,7,10,0,0,0,0,0,0,Low,544,0,False
CUST37221,2025-01-02,Organic,BNPL,North,26-35,23600.0,2025-01-03,2025-07-04,False,10933.1,0,11,10,3,8,3,5,0,0,0,0,0,0,0,0,0,0,0,Medium,544,0,False
